Password,Has Lowercase,Has Uppercase,Has Special Character,Length,Strength,Has Number,Character Variety Score,Is Long Password,Estimated Score
tSwe*$WGIos^=V|@,True,True,True,16,Strong,False,3,True,93
@+k*Z\$_!8r[^v0S,True,True,True,16,Strong,True,4,True,100
&z9$hisiFY%YCnF,True,True,True,15,Strong,True,4,True,100
|{yt@ifZ8xAE,True,True,True,12,Strong,True,4,True,91
85v3K#$Mfs[i,True,True,True,12,Strong,True,4,True,91
"|nB""oRChEWmY7s",True,True,True,14,Strong,True,4,True,97
@fNtKtdHs^E\I,True,True,True,13,Strong,False,3,True,84
NG~3S,False,True,True,5,Weak,True,3,False,45
?rt,True,False,True,3,Weak,False,2,False,29
"""WUKrN8J-e,#m",True,True,True,13,Strong,True,4,True,94
\Y$c.UK8{'H,True,True,True,11,Strong,True,4,False,73
uf~6uEl}DLPWE,True,True,True,13,Strong,True,4,True,94
"N`=d""9Bnx",True,True,True,9,Strong,True,4,False,67
c.v}-C7gg,True,True,True,9,Strong,True,4,False,67
!@\x,True,False,True,4,Weak,False,2,False,32
6MKf}+MS#^T[5D,True,True,True,14,Strong,True,4,True,97
'M$x|,True,True,True,5,Weak,False,3,False,45
?$J%A/jN#v'e,True,True,True,12,Strong,False,3,True,81
e$?3//k{?,True,False,True,9,Medium,True,3,False,57
+kK^3{gk;`(|btu4,True,True,True,16,Strong,True,4,True,100
5cM&dC,True,True,True,6,Medium,True,4,False,58
z{EP7<}$k9qj,True,True,True,12,Strong,True,4,True,91
(r_A,True,True,True,4,Weak,False,3,False,42
+vK4)[Ld,True,True,True,8,Strong,True,4,False,64
*+Tdl=],True,True,True,7,Medium,False,3,False,51
OA.d%W1a,True,True,True,8,Strong,True,4,False,64
";2,u'46""",True,False,True,8,Medium,True,3,False,54
TmYK%ndb}B{C,True,True,True,12,Strong,False,3,True,81
@R*L%\LeY,True,True,True,9,Strong,False,3,False,57
!dP;*(SMr(F,True,True,True,11,Strong,False,3,False,63
"P""a/3rDD/<^4H9;U",True,True,True,16,Strong,True,4,True,100
*T#iM[^O6nikArAG,True,True,True,16,Strong,True,4,True,100
"""E""",False,True,True,3,Weak,False,2,False,29
4#m_@jV6+r[&,True,True,True,12,Strong,True,4,True,91
"""3]k",True,False,True,4,Weak,True,3,False,42
"^KONNoQX,",True,True,True,9,Strong,False,3,False,57
O]3<}}G,False,True,True,7,Medium,True,3,False,51
'6$yHaUN}_t'g/,True,True,True,14,Strong,True,4,True,97
&dXmUgxHzg,True,True,True,10,Strong,False,3,False,60
'51,False,False,True,3,Weak,True,2,False,29
c8A`nOhWX,True,True,True,9,Strong,True,4,False,67
QCg,True,True,False,3,Weak,False,2,False,29
+%g,True,False,True,3,Weak,False,2,False,29
+u\3K/|[MST,True,True,True,11,Strong,True,4,False,73
{#Q7EtWy,True,True,True,8,Strong,True,4,False,64
x5'TeCh>ME,True,True,True,10,Strong,True,4,False,70
82}9}\=leLi,True,True,True,11,Strong,True,4,False,73
lx}:'}YmJ&Lb\vk,True,True,True,15,Strong,False,3,True,90
".o,=XI}It{@t9F",True,True,True,14,Strong,True,4,True,97
Y}][jk,True,True,True,6,Medium,False,3,False,48
"j6jK,EO.yRt+%#",True,True,True,14,Strong,True,4,True,97
oMSi8'i3#mY]M:,True,True,True,14,Strong,True,4,True,97
B[9}n,True,True,True,5,Weak,True,4,False,55
"Q{J3G/""kw",True,True,True,9,Strong,True,4,False,67
"OP:lg&B/`""OK$v",True,True,True,14,Strong,False,3,True,87
dE{skF]wt,True,True,True,9,Strong,False,3,False,57
aE={1>jWbV},True,True,True,11,Strong,True,4,False,73
o0^1x)Tey/,True,True,True,10,Strong,True,4,False,70
~qQl\wo!H(,True,True,True,10,Strong,False,3,False,60
`AzpyHBDwz}U2,True,True,True,13,Strong,True,4,True,94
ro(s)G},True,True,True,7,Medium,False,3,False,51
"""Gca2h",True,True,True,6,Medium,True,4,False,58
"\po4,u&_}a{8",True,False,True,12,Medium,True,3,True,81
}'E\)57zHScTTM7,True,True,True,15,Strong,True,4,True,100
..>}dYj},True,True,True,8,Strong,False,3,False,54
"x)u;HB`,a4P[yzER",True,True,True,16,Strong,True,4,True,100
(cUZgczMUfp=3,True,True,True,13,Strong,True,4,True,94
"I,""|b5",True,True,True,6,Medium,True,4,False,58
VVSPYFs,True,True,False,7,Medium,False,2,False,41
TV%[z/Cedsmk`x,True,True,True,14,Strong,False,3,True,87
L|=wi*74,True,True,True,8,Strong,True,4,False,64
B1?8(a<JhA9n*%[:,True,True,True,16,Strong,True,4,True,100
%Z8E(^/BX,False,True,True,9,Medium,True,3,False,57
`J*i&&,True,True,True,6,Medium,False,3,False,48
'41D{jG,True,True,True,7,Medium,True,4,False,61
|z4,True,False,True,3,Weak,True,3,False,39
=12$APJj',True,True,True,9,Strong,True,4,False,67
.Nbc,True,True,True,4,Weak,False,3,False,42
bNX_z#lgB,True,True,True,9,Strong,False,3,False,57
OQ{TItCw,True,True,True,8,Strong,False,3,False,54
>fVRx3(PK#sTv&,True,True,True,14,Strong,True,4,True,97
3/iGR16J^,True,True,True,9,Strong,True,4,False,67
"l!?Mf++~(=p-G""",True,True,True,14,Strong,False,3,True,87
5+Sm~(4cv,True,True,True,9,Strong,True,4,False,67
",}qbdv0[Fm",True,True,True,10,Strong,True,4,False,70
%4i',True,False,True,4,Weak,True,3,False,42
R]*rs%@',True,True,True,8,Strong,False,3,False,54
kQ+,True,True,True,3,Weak,False,3,False,39
<A57Et+/.$@-,True,True,True,12,Strong,True,4,True,91
W7-!c<[&MqM<,True,True,True,12,Strong,True,4,True,91
~fb:l84S,True,True,True,8,Strong,True,4,False,64
|VgOC,True,True,True,5,Weak,False,3,False,45
Z)`O?{K=~OFZ,False,True,True,12,Medium,False,2,True,71
|K#s#o'|W,True,True,True,9,Strong,False,3,False,57
"&?xih`""_7",True,False,True,9,Medium,True,3,False,57
'=*zLZL^^YjR*btn,True,True,True,16,Strong,False,3,True,93
`OGJ>>0jz,True,True,True,9,Strong,True,4,False,67
"[F@,""BA}U",False,True,True,9,Medium,False,2,False,47
&F%.WxQ%G0.]Pm.H,True,True,True,16,Strong,True,4,True,100
IFzte{J;,True,True,True,8,Strong,False,3,False,54
^Ocyap~.T-n3dV,True,True,True,14,Strong,True,4,True,97
VAT=}|Ff:s,True,True,True,10,Strong,False,3,False,60
"BEt2(6.}bH\,",True,True,True,12,Strong,True,4,True,91
w:Bz2$2=[}p+$|Dn,True,True,True,16,Strong,True,4,True,100
y]vOB`n_lYVznHtw,True,True,True,16,Strong,False,3,True,93
6-%=#FJ`=C5tBk]@,True,True,True,16,Strong,True,4,True,100
@]A\Y8nkH}_Npbz,True,True,True,15,Strong,True,4,True,100
"Dz6,O8#D",True,True,True,8,Strong,True,4,False,64
{/-#,False,False,True,4,Weak,False,1,False,22
4-6:-G,False,True,True,6,Medium,True,3,False,48
z9J/92yw',True,True,True,9,Strong,True,4,False,67
"+w;]jlMR#{,?_&",True,True,True,14,Strong,False,3,True,87
]0r-|4|,True,False,True,7,Medium,True,3,False,51
]PTJ;0J*_2j_q,True,True,True,13,Strong,True,4,True,94
7~ZBpVpavj>m,True,True,True,12,Strong,True,4,True,91
)X~_lR,True,True,True,6,Medium,False,3,False,48
j+t6,True,False,True,4,Weak,True,3,False,42
W>Tka%#Vq,True,True,True,9,Strong,False,3,False,57
"D~0,~9UQ\s~HH",True,True,True,13,Strong,True,4,True,94
"m,t",True,False,True,3,Weak,False,2,False,29
#GncGFFSG,True,True,True,9,Strong,False,3,False,57
"_~U,",False,True,True,4,Weak,False,2,False,32
p;IC'66-S)=(`Q,True,True,True,14,Strong,True,4,True,97
`bf*,True,False,True,4,Weak,False,2,False,32
H%+sP,True,True,True,5,Weak,False,3,False,45
($Z+yTo,True,True,True,7,Medium,False,3,False,51
8uW)&?.4r._NG,True,True,True,13,Strong,True,4,True,94
]Wh1CqG]pc^,True,True,True,11,Strong,True,4,False,73
q](_5q+V{Ixh,True,True,True,12,Strong,True,4,True,91
F[wr193\,True,True,True,8,Strong,True,4,False,64
KC:3X?,False,True,True,6,Medium,True,3,False,48
Vc${M,True,True,True,5,Weak,False,3,False,45
<aYsEogZ:-|D',True,True,True,13,Strong,False,3,True,84
7Wf_>zo[-[u,True,True,True,11,Strong,True,4,False,73
"a8%pny,Y0?|STB",True,True,True,14,Strong,True,4,True,97
5pzb,True,False,False,4,Weak,True,2,False,32
+_%a#,True,False,True,5,Weak,False,2,False,35
-oO<E[IN]hd,True,True,True,11,Strong,False,3,False,63
d7.J#?t~6*K}[,True,True,True,13,Strong,True,4,True,94
+U@r:$T47V,True,True,True,10,Strong,True,4,False,70
9qlI!svcnPZ9r,True,True,True,13,Strong,True,4,True,94
/*{-BEsPL,True,True,True,9,Strong,False,3,False,57
|9$7ndCXv_s@Y(K[,True,True,True,16,Strong,True,4,True,100
dp''dJ~.*2)%,True,True,True,12,Strong,True,4,True,91
{O0EsA(H4kUWA{,True,True,True,14,Strong,True,4,True,97
CZL24VUF,False,True,False,8,Medium,True,2,False,44
}hLFY3%vRD3!,True,True,True,12,Strong,True,4,True,91
j9+J$ioW47tQdwhz,True,True,True,16,Strong,True,4,True,100
QPHs]r>,True,True,True,7,Medium,False,3,False,51
/6h@.;jKrJ,True,True,True,10,Strong,True,4,False,70
"f""HFT",True,True,True,5,Weak,False,3,False,45
[nmmEoPHebu>_Ap,True,True,True,15,Strong,False,3,True,90
"FR>""L7;-b>;.Mh",True,True,True,14,Strong,True,4,True,97
I@J,False,True,True,3,Weak,False,2,False,29
X:nR,True,True,True,4,Weak,False,3,False,42
J:rp,True,True,True,4,Weak,False,3,False,42
2<1nCM5mN-A;D<,True,True,True,14,Strong,True,4,True,97
:?EULCnDN9/px{/,True,True,True,15,Strong,True,4,True,100
I9@,False,True,True,3,Weak,True,3,False,39
"[-""}yJ>1A7#",True,True,True,11,Strong,True,4,False,73
"DsNB.DaY,|6C_|V",True,True,True,15,Strong,True,4,True,100
"0ZpQxMx9.,-=",True,True,True,12,Strong,True,4,True,91
aaoTjN~0<,True,True,True,9,Strong,True,4,False,67
Ao:sG{,True,True,True,6,Medium,False,3,False,48
"+d}qg~S=.Nlj+,",True,True,True,14,Strong,False,3,True,87
!GfdM!F+O,True,True,True,9,Strong,False,3,False,57
x;#a..?sKwV.XjG,True,True,True,15,Strong,False,3,True,90
J/qEj,True,True,True,5,Weak,False,3,False,45
"$x""rO1?",True,True,True,7,Medium,True,4,False,61
<4w,True,False,True,3,Weak,True,3,False,39
G_JXYwYf~U,True,True,True,10,Strong,False,3,False,60
"~)6nF,;2@8d>wp*",True,True,True,15,Strong,True,4,True,100
Zyo79+|R|,True,True,True,9,Strong,True,4,False,67
"$?Bv&""Y3Y",True,True,True,9,Strong,True,4,False,67
")Yzj*:*,(Cu",True,True,True,11,Strong,False,3,False,63
"|8(yp<,r[!rX]",True,True,True,13,Strong,True,4,True,94
IK{Avp,True,True,True,6,Medium,False,3,False,48
eO4$],True,True,True,5,Weak,True,4,False,55
mQ@A?((/MH,True,True,True,10,Strong,False,3,False,60
Vnb[TGE[v]7MK,True,True,True,13,Strong,True,4,True,94
PnKp=F;,True,True,True,7,Medium,False,3,False,51
$6}Q>[,False,True,True,6,Medium,True,3,False,48
*)~r('MiE,True,True,True,9,Strong,False,3,False,57
Ze4,True,True,False,3,Weak,True,3,False,39
%zI%#0,True,True,True,6,Medium,True,4,False,58
zVUh9Wyuj,True,True,False,9,Medium,True,3,False,57
<xh~i8R,True,True,True,7,Medium,True,4,False,61
Bg\:,True,True,True,4,Weak,False,3,False,42
'uZjuH8'a{fM,True,True,True,12,Strong,True,4,True,91
<Syb!/},True,True,True,7,Medium,False,3,False,51
":6-EQf;D""ZG<^d",True,True,True,14,Strong,True,4,True,97
i~BZZb,True,True,True,6,Medium,False,3,False,48
=V@=C.z{B\,True,True,True,10,Strong,False,3,False,60
/cD2@1)Ze*@,True,True,True,11,Strong,True,4,False,73
y_y,True,False,True,3,Weak,False,2,False,29
mF2o1p-x=?kd,True,True,True,12,Strong,True,4,True,91
mXosMq~0,True,True,True,8,Strong,True,4,False,64
y3~Qcj,True,True,True,6,Medium,True,4,False,58
C'D,False,True,True,3,Weak,False,2,False,29
|^0R,False,True,True,4,Weak,True,3,False,42
Gdy;[Tce,True,True,True,8,Strong,False,3,False,54
M$WQ:GJ>MZo]5s{|,True,True,True,16,Strong,True,4,True,100
>[ot7vNwnqC,True,True,True,11,Strong,True,4,False,73
WF9,False,True,False,3,Weak,True,2,False,29
.~P^q>_,True,True,True,7,Medium,False,3,False,51
wj9-i.BVIB,True,True,True,10,Strong,True,4,False,70
C&VB+6{7:rufX,True,True,True,13,Strong,True,4,True,94
[WP4HIT`@wTG!,True,True,True,13,Strong,True,4,True,94
2xBku8wH,True,True,False,8,Medium,True,3,False,54
"O,|;",False,True,True,4,Weak,False,2,False,32
SG.{<,False,True,True,5,Weak,False,2,False,35
loBJ(OX,True,True,True,7,Medium,False,3,False,51
xanba?eL+ZeJ}a[,True,True,True,15,Strong,False,3,True,90
E4T,False,True,False,3,Weak,True,2,False,29
"cd*gQ-""",True,True,True,7,Medium,False,3,False,51
SLBz8_.>n?G&0;,True,True,True,14,Strong,True,4,True,97
Usg%,True,True,True,4,Weak,False,3,False,42
38u]YnR'G?-=s,True,True,True,13,Strong,True,4,True,94
4.mX%sj+c>6GN?i,True,True,True,15,Strong,True,4,True,100
S+y4I$xZ<,True,True,True,9,Strong,True,4,False,67
937z.C,True,True,True,6,Medium,True,4,False,58
PS22JQ?n-{,True,True,True,10,Strong,True,4,False,70
QLo$$dAyS7@e_*,True,True,True,14,Strong,True,4,True,97
1'|ZgXKJD},True,True,True,10,Strong,True,4,False,70
"v1~O7V)eQ""P",True,True,True,11,Strong,True,4,False,73
z+hz3?F/`4U,True,True,True,11,Strong,True,4,False,73
!~OT4z9>[,True,True,True,9,Strong,True,4,False,67
=qbMyeolvfYFUFEK,True,True,True,16,Strong,False,3,True,93
mw^rt+JU!0,True,True,True,10,Strong,True,4,False,70
o@Du,True,True,True,4,Weak,False,3,False,42
z.+i_UK*\rjMjP,True,True,True,14,Strong,False,3,True,87
a~KtV:bw,True,True,True,8,Strong,False,3,False,54
v3c{Ay.PP_&,True,True,True,11,Strong,True,4,False,73
1Zq=,True,True,True,4,Weak,True,4,False,52
0:?,False,False,True,3,Weak,True,2,False,29
"%`e-1BUQ""",True,True,True,9,Strong,True,4,False,67
g#y(M,True,True,True,5,Weak,False,3,False,45
sk!u:eJhkR,True,True,True,10,Strong,False,3,False,60
^Fw5lc\Gx(,True,True,True,10,Strong,True,4,False,70
.\x!C/5,True,True,True,7,Medium,True,4,False,61
W2ACOZ(,False,True,True,7,Medium,True,3,False,51
oqIu\,True,True,True,5,Weak,False,3,False,45
[)4iO6,True,True,True,6,Medium,True,4,False,58
8W{IAz,True,True,True,6,Medium,True,4,False,58
dYFUQXq,True,True,False,7,Medium,False,2,False,41
U*eP`TTtPrhcy}8A,True,True,True,16,Strong,True,4,True,100
\~nIv=f!,True,True,True,8,Strong,False,3,False,54
vVcxggh:Y|nL<2,True,True,True,14,Strong,True,4,True,97
kfvs`2QJ+,True,True,True,9,Strong,True,4,False,67
u5-]]{>>JqgZXL,True,True,True,14,Strong,True,4,True,97
xun0S]B3A`N*psg,True,True,True,15,Strong,True,4,True,100
T=`svt@j!9qmg,True,True,True,13,Strong,True,4,True,94
Z<(l]'55g~mrsW,True,True,True,14,Strong,True,4,True,97
",b]",True,False,True,3,Weak,False,2,False,29
tFv?T=CT'4z,True,True,True,11,Strong,True,4,False,73
"/oV,:6v]]mlv*-k",True,True,True,15,Strong,True,4,True,100
Z2e(y/,True,True,True,6,Medium,True,4,False,58
688t,True,False,False,4,Weak,True,2,False,32
$!4`^~~&DxlI,True,True,True,12,Strong,True,4,True,91
ohGTz&Q!.'/B,True,True,True,12,Strong,False,3,True,81
+{4&avBZR)],True,True,True,11,Strong,True,4,False,73
bH?c,True,True,True,4,Weak,False,3,False,42
"&o:AF-i""a'",True,True,True,10,Strong,False,3,False,60
Mk]~z[sDM0LACc,True,True,True,14,Strong,True,4,True,97
"y)""",True,False,True,3,Weak,False,2,False,29
l+-^f2(!e6`BAp,True,True,True,14,Strong,True,4,True,97
?7],False,False,True,3,Weak,True,2,False,29
(nqEx/;eo-cEf,True,True,True,13,Strong,False,3,True,84
SfKH,True,True,False,4,Weak,False,2,False,32
VVVoOvvOW'O]g?,True,True,True,14,Strong,False,3,True,87
KuNAYK<$F,True,True,True,9,Strong,False,3,False,57
EdRE[d;DfGP5ESS\,True,True,True,16,Strong,True,4,True,100
-uzK@-GB-5j;R,True,True,True,13,Strong,True,4,True,94
S)>,False,True,True,3,Weak,False,2,False,29
XEzX7C<d')p,True,True,True,11,Strong,True,4,False,73
.C=h\[l,True,True,True,7,Medium,False,3,False,51
RhG7,True,True,False,4,Weak,True,3,False,42
)6S1,False,True,True,4,Weak,True,3,False,42
zO1,True,True,False,3,Weak,True,3,False,39
^:a#>bfSq7zWN[,True,True,True,14,Strong,True,4,True,97
<F5^Q5q]@.B,True,True,True,11,Strong,True,4,False,73
"<""cwGuc.",True,True,True,8,Strong,False,3,False,54
"LL6wL""U1=",True,True,True,9,Strong,True,4,False,67
IGa8R5yd%.hawM,True,True,True,14,Strong,True,4,True,97
"b'gU9R|\=UqB,",True,True,True,13,Strong,True,4,True,94
?ekzMU;AO'|B,True,True,True,12,Strong,False,3,True,81
%]sx=Y1DZCl8Tu,True,True,True,14,Strong,True,4,True,97
_z:kG`]f`H,True,True,True,10,Strong,False,3,False,60
Yah,True,True,False,3,Weak,False,2,False,29
"Ym""i6t5p*T0f?_K9",True,True,True,16,Strong,True,4,True,100
e]t%V5zv}&CPBW,True,True,True,14,Strong,True,4,True,97
AKY[k!Xo,True,True,True,8,Strong,False,3,False,54
j<A6av,True,True,True,6,Medium,True,4,False,58
".yu,Q\xjQ1+'*72",True,True,True,15,Strong,True,4,True,100
[J>`x8-,True,True,True,7,Medium,True,4,False,61
f>gf!,True,False,True,5,Weak,False,2,False,35
ZI4EB,False,True,False,5,Weak,True,2,False,35
bf<*lz4!9n-,True,False,True,11,Medium,True,3,False,63
oqNK!N{/k^>4,True,True,True,12,Strong,True,4,True,91
H\ZwTauUo9i,True,True,True,11,Strong,True,4,False,73
8U^]-,False,True,True,5,Weak,True,3,False,45
%oc*,True,False,True,4,Weak,False,2,False,32
wBjiTh',True,True,True,7,Medium,False,3,False,51
Ok.QJJ,True,True,True,6,Medium,False,3,False,48
Ws!4~U>ADEi&>,True,True,True,13,Strong,True,4,True,94
"g>@;b!f\0,ht=K?",True,True,True,15,Strong,True,4,True,100
iB+4n-|`,True,True,True,8,Strong,True,4,False,64
fb%h$'cT/v\q,True,True,True,12,Strong,False,3,True,81
~{`p,True,False,True,4,Weak,False,2,False,32
<20~_Nksk!M.&Cy,True,True,True,15,Strong,True,4,True,100
GZ\};gIrO~&X#7,True,True,True,14,Strong,True,4,True,97
*Qg=WL5i*fdg(,True,True,True,13,Strong,True,4,True,94
ouFC@vL=`2VoD,True,True,True,13,Strong,True,4,True,94
{Gu,True,True,True,3,Weak,False,3,False,39
"iod1a"":RulQ",True,True,True,11,Strong,True,4,False,73
9nhHn,True,True,False,5,Weak,True,3,False,45
4#+jjc,True,False,True,6,Medium,True,3,False,48
EU%rZhByf6,True,True,True,10,Strong,True,4,False,70
^A4@#[w,True,True,True,7,Medium,True,4,False,61
GkmgKU?wYv5,True,True,True,11,Strong,True,4,False,73
\1(]\:~,False,False,True,7,Medium,True,2,False,41
S-R@mu1+x%|J[,True,True,True,13,Strong,True,4,True,94
S$/SJZR5:,False,True,True,9,Medium,True,3,False,57
)}h'Zh0NiL8(/,True,True,True,13,Strong,True,4,True,94
"kuuTZ,odVT",True,True,True,10,Strong,False,3,False,60
TCw#BkLC&?,True,True,True,10,Strong,False,3,False,60
LRU,False,True,False,3,Weak,False,1,False,19
:YyqLo,True,True,True,6,Medium,False,3,False,48
c/4,True,False,True,3,Weak,True,3,False,39
"<'%jV10Ki'JCy""p",True,True,True,15,Strong,True,4,True,100
~h[1tyl2*`Eg!^z`,True,True,True,16,Strong,True,4,True,100
"hA-y,/@TCMWJw@na",True,True,True,16,Strong,False,3,True,93
"Z,9/",False,True,True,4,Weak,True,3,False,42
jkB*,True,True,True,4,Weak,False,3,False,42
"V_=""{",False,True,True,5,Weak,False,2,False,35
Ymk;~,True,True,True,5,Weak,False,3,False,45
"&*+U\('AC""",False,True,True,10,Medium,False,2,False,50
@Mw.,True,True,True,4,Weak,False,3,False,42
"%5y2CSap5h""0",True,True,True,12,Strong,True,4,True,91
`?|^UKUO3,False,True,True,9,Medium,True,3,False,57
"kX,6<W2YP",True,True,True,9,Strong,True,4,False,67
_Bb2bKtl@,True,True,True,9,Strong,True,4,False,67
&H8l2zq$Gzo3,True,True,True,12,Strong,True,4,True,91
eHVU:`HR,True,True,True,8,Strong,False,3,False,54
kJGpY>,True,True,True,6,Medium,False,3,False,48
.Gym]|7,True,True,True,7,Medium,True,4,False,61
[?)|TL)VvKaFAe:u,True,True,True,16,Strong,False,3,True,93
r+46%Nyx<G,True,True,True,10,Strong,True,4,False,70
Qp%,True,True,True,3,Weak,False,3,False,39
g1T)H,True,True,True,5,Weak,True,4,False,55
2i2OO|u4Q,True,True,True,9,Strong,True,4,False,67
"Hox$e,:rQ""nfi80|",True,True,True,16,Strong,True,4,True,100
2'iN!/:\bw8[O,True,True,True,13,Strong,True,4,True,94
%?5oTT'Zk,True,True,True,9,Strong,True,4,False,67
~swPBbPY,True,True,True,8,Strong,False,3,False,54
?7^P1aMiu%,True,True,True,10,Strong,True,4,False,70
`#2)%|}PN:HY#/u,True,True,True,15,Strong,True,4,True,100
K`vl,True,True,True,4,Weak,False,3,False,42
g}>GUF,True,True,True,6,Medium,False,3,False,48
wEpU>s,True,True,True,6,Medium,False,3,False,48
^tR(c,True,True,True,5,Weak,False,3,False,45
.;Q7(7:,False,True,True,7,Medium,True,3,False,51
"xZ-O!QD""[HBN\6",True,True,True,14,Strong,True,4,True,97
vnkF,True,True,False,4,Weak,False,2,False,32
"2#T.gwgQ""kaoUm",True,True,True,14,Strong,True,4,True,97
z>Icw;,True,True,True,6,Medium,False,3,False,48
0}F,False,True,True,3,Weak,True,3,False,39
"Ww.}8hX4]L""C",True,True,True,12,Strong,True,4,True,91
XwW5V$v|>L,True,True,True,10,Strong,True,4,False,70
"*<NUM5?H,(t8""",True,True,True,13,Strong,True,4,True,94
x!I+*IUn,True,True,True,8,Strong,False,3,False,54
5kTsD,True,True,False,5,Weak,True,3,False,45
}2;o;;~M6Fqd+,True,True,True,13,Strong,True,4,True,94
",P2",False,True,True,3,Weak,True,3,False,39
NhKy11#90Kn[K,True,True,True,13,Strong,True,4,True,94
#XL,False,True,True,3,Weak,False,2,False,29
>o;6qi\x#88i__,True,False,True,14,Medium,True,3,True,87
"zvlcI'SaZ[},|#5'",True,True,True,16,Strong,True,4,True,100
"oF^P""CwAa:""",True,True,True,11,Strong,False,3,False,63
"Lj+t,s#>",True,True,True,8,Strong,False,3,False,54
ruR)e3,True,True,True,6,Medium,True,4,False,58
F2Dk,True,True,False,4,Weak,True,3,False,42
`4V<>HZcA,True,True,True,9,Strong,True,4,False,67
+4Z](pEh%Klp&,True,True,True,13,Strong,True,4,True,94
3I<!1<'{}%[XA,False,True,True,13,Medium,True,3,True,84
`jJP],True,True,True,5,Weak,False,3,False,45
B2=[t!,True,True,True,6,Medium,True,4,False,58
I{$,False,True,True,3,Weak,False,2,False,29
+kKGp-OM%Z7w<,True,True,True,13,Strong,True,4,True,94
yqLfR@,True,True,True,6,Medium,False,3,False,48
YsyKk1IH(i,True,True,True,10,Strong,True,4,False,70
",wIXP+@_R:iYb(9b",True,True,True,16,Strong,True,4,True,100
Y5hJDfijj~^5,True,True,True,12,Strong,True,4,True,91
xCjkhAP(E,True,True,True,9,Strong,False,3,False,57
45W;,False,True,True,4,Weak,True,3,False,42
S'FA6a=*6%(}Lx.:,True,True,True,16,Strong,True,4,True,100
OEGF,False,True,False,4,Weak,False,1,False,22
*XWN)Gq>Dsr,True,True,True,11,Strong,False,3,False,63
)48$]o<,True,False,True,7,Medium,True,3,False,51
)$;K[Y0j$qt3q,True,True,True,13,Strong,True,4,True,94
'hgB@Q\?XJQAPs%,True,True,True,15,Strong,False,3,True,90
p1By,True,True,False,4,Weak,True,3,False,42
4lzY``2,True,True,True,7,Medium,True,4,False,61
#@dvlS=l,True,True,True,8,Strong,False,3,False,54
zPAlCjtPD@JJF**Y,True,True,True,16,Strong,False,3,True,93
aVa}r5q]g*T,True,True,True,11,Strong,True,4,False,73
"""[e",True,False,True,3,Weak,False,2,False,29
"H)%CS,(Kn",True,True,True,9,Strong,False,3,False,57
"pQZH',8-iuZH'",True,True,True,13,Strong,True,4,True,94
gY<xD9k$NRDW,True,True,True,12,Strong,True,4,True,91
0>M]NauzV(t3}],True,True,True,14,Strong,True,4,True,97
"),]m[=C`",True,True,True,8,Strong,False,3,False,54
puM)*KP60g,True,True,True,10,Strong,True,4,False,70
|b{Om[NkU]6}Sy.,True,True,True,15,Strong,True,4,True,100
U{yd[47F,True,True,True,8,Strong,True,4,False,64
"[jGS@""4}",True,True,True,8,Strong,True,4,False,64
G3hl%i,True,True,True,6,Medium,True,4,False,58
QLq6NOP!1,True,True,True,9,Strong,True,4,False,67
Q%H4e,True,True,True,5,Weak,True,4,False,55
Y@$qopT;SNj|,True,True,True,12,Strong,False,3,True,81
V=`+:EpwC!f\,True,True,True,12,Strong,False,3,True,81
