Password,Has Lowercase,Has Uppercase,Has Special Character,Length,Strength
"DsNB.DaY,|6C_|V",True,True,True,15,Strong
"0ZpQxMx9.,-=",True,True,True,12,Strong
aaoTjN~0<,True,True,True,9,Strong
Ao:sG{,True,True,True,6,Medium
"+d}qg~S=.Nlj+,",True,True,True,14,Strong
!GfdM!F+O,True,True,True,9,Strong
x;#a..?sKwV.XjG,True,True,True,15,Strong
J/qEj,True,True,True,5,Weak
"$x""rO1?",True,True,True,7,Medium
<4w,True,False,True,3,Weak
G_JXYwYf~U,True,True,True,10,Strong
"~)6nF,;2@8d>wp*",True,True,True,15,Strong
Zyo79+|R|,True,True,True,9,Strong
"$?Bv&""Y3Y",True,True,True,9,Strong
")Yzj*:*,(Cu",True,True,True,11,Strong
"|8(yp<,r[!rX]",True,True,True,13,Strong
IK{Avp,True,True,True,6,Medium
eO4$],True,True,True,5,Weak
mQ@A?((/MH,True,True,True,10,Strong
Vnb[TGE[v]7MK,True,True,True,13,Strong
PnKp=F;,True,True,True,7,Medium
$6}Q>[,False,True,True,6,Medium
*)~r('MiE,True,True,True,9,Strong
Ze4,True,True,False,3,Weak
%zI%#0,True,True,True,6,Medium
zVUh9Wyuj,True,True,False,9,Medium
<xh~i8R,True,True,True,7,Medium
Bg\:,True,True,True,4,Weak
'uZjuH8'a{fM,True,True,True,12,Strong
<Syb!/},True,True,True,7,Medium
":6-EQf;D""ZG<^d",True,True,True,14,Strong
i~BZZb,True,True,True,6,Medium
=V@=C.z{B\,True,True,True,10,Strong
/cD2@1)Ze*@,True,True,True,11,Strong
y_y,True,False,True,3,Weak
mF2o1p-x=?kd,True,True,True,12,Strong
mXosMq~0,True,True,True,8,Strong
y3~Qcj,True,True,True,6,Medium
C'D,False,True,True,3,Weak
|^0R,False,True,True,4,Weak
Gdy;[Tce,True,True,True,8,Strong
M$WQ:GJ>MZo]5s{|,True,True,True,16,Strong
>[ot7vNwnqC,True,True,True,11,Strong
WF9,False,True,False,3,Weak
.~P^q>_,True,True,True,7,Medium
wj9-i.BVIB,True,True,True,10,Strong
C&VB+6{7:rufX,True,True,True,13,Strong
[WP4HIT`@wTG!,True,True,True,13,Strong
2xBku8wH,True,True,False,8,Medium
"O,|;",False,True,True,4,Weak
SG.{<,False,True,True,5,Weak
loBJ(OX,True,True,True,7,Medium
xanba?eL+ZeJ}a[,True,True,True,15,Strong
E4T,False,True,False,3,Weak
"cd*gQ-""",True,True,True,7,Medium
SLBz8_.>n?G&0;,True,True,True,14,Strong
Usg%,True,True,True,4,Weak
38u]YnR'G?-=s,True,True,True,13,Strong
4.mX%sj+c>6GN?i,True,True,True,15,Strong
S+y4I$xZ<,True,True,True,9,Strong
937z.C,True,True,True,6,Medium
PS22JQ?n-{,True,True,True,10,Strong
QLo$$dAyS7@e_*,True,True,True,14,Strong
1'|ZgXKJD},True,True,True,10,Strong
"v1~O7V)eQ""P",True,True,True,11,Strong
z+hz3?F/`4U,True,True,True,11,Strong
!~OT4z9>[,True,True,True,9,Strong
=qbMyeolvfYFUFEK,True,True,True,16,Strong
mw^rt+JU!0,True,True,True,10,Strong
o@Du,True,True,True,4,Weak
z.+i_UK*\rjMjP,True,True,True,14,Strong
a~KtV:bw,True,True,True,8,Strong
v3c{Ay.PP_&,True,True,True,11,Strong
1Zq=,True,True,True,4,Weak
0:?,False,False,True,3,Weak
"%`e-1BUQ""",True,True,True,9,Strong
g#y(M,True,True,True,5,Weak
sk!u:eJhkR,True,True,True,10,Strong
^Fw5lc\Gx(,True,True,True,10,Strong
.\x!C/5,True,True,True,7,Medium
W2ACOZ(,False,True,True,7,Medium
oqIu\,True,True,True,5,Weak
[)4iO6,True,True,True,6,Medium
8W{IAz,True,True,True,6,Medium
dYFUQXq,True,True,False,7,Medium
U*eP`TTtPrhcy}8A,True,True,True,16,Strong
\~nIv=f!,True,True,True,8,Strong
vVcxggh:Y|nL<2,True,True,True,14,Strong
kfvs`2QJ+,True,True,True,9,Strong
u5-]]{>>JqgZXL,True,True,True,14,Strong
xun0S]B3A`N*psg,True,True,True,15,Strong
T=`svt@j!9qmg,True,True,True,13,Strong
Z<(l]'55g~mrsW,True,True,True,14,Strong
",b]",True,False,True,3,Weak
tFv?T=CT'4z,True,True,True,11,Strong
"/oV,:6v]]mlv*-k",True,True,True,15,Strong
Z2e(y/,True,True,True,6,Medium
688t,True,False,False,4,Weak
$!4`^~~&DxlI,True,True,True,12,Strong
ohGTz&Q!.'/B,True,True,True,12,Strong
+{4&avBZR)],True,True,True,11,Strong
bH?c,True,True,True,4,Weak
"&o:AF-i""a'",True,True,True,10,Strong
Mk]~z[sDM0LACc,True,True,True,14,Strong
"y)""",True,False,True,3,Weak
l+-^f2(!e6`BAp,True,True,True,14,Strong
?7],False,False,True,3,Weak
(nqEx/;eo-cEf,True,True,True,13,Strong
SfKH,True,True,False,4,Weak
VVVoOvvOW'O]g?,True,True,True,14,Strong
KuNAYK<$F,True,True,True,9,Strong
EdRE[d;DfGP5ESS\,True,True,True,16,Strong
-uzK@-GB-5j;R,True,True,True,13,Strong
S)>,False,True,True,3,Weak
XEzX7C<d')p,True,True,True,11,Strong
.C=h\[l,True,True,True,7,Medium
RhG7,True,True,False,4,Weak
)6S1,False,True,True,4,Weak
zO1,True,True,False,3,Weak
^:a#>bfSq7zWN[,True,True,True,14,Strong
<F5^Q5q]@.B,True,True,True,11,Strong
"<""cwGuc.",True,True,True,8,Strong
"LL6wL""U1=",True,True,True,9,Strong
IGa8R5yd%.hawM,True,True,True,14,Strong
"b'gU9R|\=UqB,",True,True,True,13,Strong
?ekzMU;AO'|B,True,True,True,12,Strong
%]sx=Y1DZCl8Tu,True,True,True,14,Strong
_z:kG`]f`H,True,True,True,10,Strong
Yah,True,True,False,3,Weak
"Ym""i6t5p*T0f?_K9",True,True,True,16,Strong
e]t%V5zv}&CPBW,True,True,True,14,Strong
AKY[k!Xo,True,True,True,8,Strong
j<A6av,True,True,True,6,Medium
".yu,Q\xjQ1+'*72",True,True,True,15,Strong
[J>`x8-,True,True,True,7,Medium
f>gf!,True,False,True,5,Weak
ZI4EB,False,True,False,5,Weak
bf<*lz4!9n-,True,False,True,11,Medium
oqNK!N{/k^>4,True,True,True,12,Strong
H\ZwTauUo9i,True,True,True,11,Strong
8U^]-,False,True,True,5,Weak
%oc*,True,False,True,4,Weak
wBjiTh',True,True,True,7,Medium
Ok.QJJ,True,True,True,6,Medium
Ws!4~U>ADEi&>,True,True,True,13,Strong
"g>@;b!f\0,ht=K?",True,True,True,15,Strong
iB+4n-|`,True,True,True,8,Strong
fb%h$'cT/v\q,True,True,True,12,Strong
~{`p,True,False,True,4,Weak
<20~_Nksk!M.&Cy,True,True,True,15,Strong
GZ\};gIrO~&X#7,True,True,True,14,Strong
*Qg=WL5i*fdg(,True,True,True,13,Strong
ouFC@vL=`2VoD,True,True,True,13,Strong
{Gu,True,True,True,3,Weak
"iod1a"":RulQ",True,True,True,11,Strong
9nhHn,True,True,False,5,Weak
4#+jjc,True,False,True,6,Medium
EU%rZhByf6,True,True,True,10,Strong
^A4@#[w,True,True,True,7,Medium
GkmgKU?wYv5,True,True,True,11,Strong
\1(]\:~,False,False,True,7,Medium
S-R@mu1+x%|J[,True,True,True,13,Strong
S$/SJZR5:,False,True,True,9,Medium
)}h'Zh0NiL8(/,True,True,True,13,Strong
"kuuTZ,odVT",True,True,True,10,Strong
TCw#BkLC&?,True,True,True,10,Strong
LRU,False,True,False,3,Weak
:YyqLo,True,True,True,6,Medium
c/4,True,False,True,3,Weak
"<'%jV10Ki'JCy""p",True,True,True,15,Strong
~h[1tyl2*`Eg!^z`,True,True,True,16,Strong
"hA-y,/@TCMWJw@na",True,True,True,16,Strong
"Z,9/",False,True,True,4,Weak
jkB*,True,True,True,4,Weak
"V_=""{",False,True,True,5,Weak
Ymk;~,True,True,True,5,Weak
"&*+U\('AC""",False,True,True,10,Medium
@Mw.,True,True,True,4,Weak
"%5y2CSap5h""0",True,True,True,12,Strong
`?|^UKUO3,False,True,True,9,Medium
"kX,6<W2YP",True,True,True,9,Strong
_Bb2bKtl@,True,True,True,9,Strong
&H8l2zq$Gzo3,True,True,True,12,Strong
eHVU:`HR,True,True,True,8,Strong
kJGpY>,True,True,True,6,Medium
.Gym]|7,True,True,True,7,Medium
[?)|TL)VvKaFAe:u,True,True,True,16,Strong
r+46%Nyx<G,True,True,True,10,Strong
Qp%,True,True,True,3,Weak
g1T)H,True,True,True,5,Weak
2i2OO|u4Q,True,True,True,9,Strong
"Hox$e,:rQ""nfi80|",True,True,True,16,Strong
2'iN!/:\bw8[O,True,True,True,13,Strong
%?5oTT'Zk,True,True,True,9,Strong
~swPBbPY,True,True,True,8,Strong
?7^P1aMiu%,True,True,True,10,Strong
`#2)%|}PN:HY#/u,True,True,True,15,Strong
K`vl,True,True,True,4,Weak
g}>GUF,True,True,True,6,Medium
wEpU>s,True,True,True,6,Medium
^tR(c,True,True,True,5,Weak
.;Q7(7:,False,True,True,7,Medium
"xZ-O!QD""[HBN\6",True,True,True,14,Strong
vnkF,True,True,False,4,Weak
"2#T.gwgQ""kaoUm",True,True,True,14,Strong
z>Icw;,True,True,True,6,Medium
0}F,False,True,True,3,Weak
"Ww.}8hX4]L""C",True,True,True,12,Strong
XwW5V$v|>L,True,True,True,10,Strong
"*<NUM5?H,(t8""",True,True,True,13,Strong
x!I+*IUn,True,True,True,8,Strong
5kTsD,True,True,False,5,Weak
}2;o;;~M6Fqd+,True,True,True,13,Strong
",P2",False,True,True,3,Weak
NhKy11#90Kn[K,True,True,True,13,Strong
#XL,False,True,True,3,Weak
>o;6qi\x#88i__,True,False,True,14,Medium
"zvlcI'SaZ[},|#5'",True,True,True,16,Strong
"oF^P""CwAa:""",True,True,True,11,Strong
"Lj+t,s#>",True,True,True,8,Strong
ruR)e3,True,True,True,6,Medium
F2Dk,True,True,False,4,Weak
`4V<>HZcA,True,True,True,9,Strong
+4Z](pEh%Klp&,True,True,True,13,Strong
3I<!1<'{}%[XA,False,True,True,13,Medium
`jJP],True,True,True,5,Weak
B2=[t!,True,True,True,6,Medium
I{$,False,True,True,3,Weak
+kKGp-OM%Z7w<,True,True,True,13,Strong
yqLfR@,True,True,True,6,Medium
YsyKk1IH(i,True,True,True,10,Strong
",wIXP+@_R:iYb(9b",True,True,True,16,Strong
Y5hJDfijj~^5,True,True,True,12,Strong
xCjkhAP(E,True,True,True,9,Strong
45W;,False,True,True,4,Weak
S'FA6a=*6%(}Lx.:,True,True,True,16,Strong
OEGF,False,True,False,4,Weak
*XWN)Gq>Dsr,True,True,True,11,Strong
)48$]o<,True,False,True,7,Medium
)$;K[Y0j$qt3q,True,True,True,13,Strong
'hgB@Q\?XJQAPs%,True,True,True,15,Strong
p1By,True,True,False,4,Weak
4lzY``2,True,True,True,7,Medium
#@dvlS=l,True,True,True,8,Strong
zPAlCjtPD@JJF**Y,True,True,True,16,Strong
aVa}r5q]g*T,True,True,True,11,Strong
"""[e",True,False,True,3,Weak
"H)%CS,(Kn",True,True,True,9,Strong
"pQZH',8-iuZH'",True,True,True,13,Strong
gY<xD9k$NRDW,True,True,True,12,Strong
0>M]NauzV(t3}],True,True,True,14,Strong
"),]m[=C`",True,True,True,8,Strong
puM)*KP60g,True,True,True,10,Strong
|b{Om[NkU]6}Sy.,True,True,True,15,Strong
U{yd[47F,True,True,True,8,Strong
"[jGS@""4}",True,True,True,8,Strong
G3hl%i,True,True,True,6,Medium
QLq6NOP!1,True,True,True,9,Strong
Q%H4e,True,True,True,5,Weak
Y@$qopT;SNj|,True,True,True,12,Strong
V=`+:EpwC!f\,True,True,True,12,Strong
.zn,True,False,True,3,Weak
a)}XTOaP,True,True,True,8,Strong
"xmi""",True,False,True,4,Weak
X1V@<FdF&,True,True,True,9,Strong
[GF*'.a,True,True,True,7,Medium
Tv9;,True,True,True,4,Weak
",KB9R2&F8'xc*'",True,True,True,14,Strong
c>D6K7@I,True,True,True,8,Strong
&1Kzuc,True,True,True,6,Medium
'R_|)Yty,True,True,True,8,Strong
"&Kj(Zy-X0;h""gUC",True,True,True,15,Strong
+e#cTBVa]oO,True,True,True,11,Strong
""":n>d~X\@GL",True,True,True,11,Strong
[Z!wivE5,True,True,True,8,Strong
]z90Uq,True,True,True,6,Medium
Y)$o3o'Mn2od-,True,True,True,13,Strong
"xM5yo1$b{,^",True,True,True,11,Strong
"+(,n[[M6&g~t",True,True,True,12,Strong
~L'Z|ScS_U,True,True,True,10,Strong
IBlM$Wv{,True,True,True,8,Strong
nt!3,True,False,True,4,Weak
7s_*qNVIn{Juv8K(,True,True,True,16,Strong
.JF&X2u,True,True,True,7,Medium
!B@rL:<w_145[Y6,True,True,True,15,Strong
5I~.@9/fcG{=rT,True,True,True,14,Strong
S$%YXX,False,True,True,6,Medium
"@TLn^""",True,True,True,6,Medium
F{xIi&GI2,True,True,True,9,Strong
6W!V'b|J~cP7qU$,True,True,True,15,Strong
"w,g",True,False,True,3,Weak
NL&xv+/Xb<&N6W`W,True,True,True,16,Strong
!ai,True,False,True,3,Weak
4F{@=BW%_N;e,True,True,True,12,Strong
-OP?6O,False,True,True,6,Medium
`+<0s8|tY>c$<,True,True,True,13,Strong
knNvh}ioidS@N;>x,True,True,True,16,Strong
ILyUDS\2;,True,True,True,9,Strong
u]Bt:JfHjVf^.t,True,True,True,14,Strong
')e,True,False,True,3,Weak
"Nj,",True,True,True,3,Weak
r:=a,True,False,True,4,Weak
d6K|x/y*nf/&P{,True,True,True,14,Strong
R7+yd?rL$*,True,True,True,10,Strong
$)j$(o,True,False,True,6,Medium
Yi},True,True,True,3,Weak
",jjb`:j';N@*j",True,True,True,13,Weak
BlnZ/z+9z,True,True,True,9,Strong
H)D;#`baUjj]w,True,True,True,13,Strong
S(9}5{E^+a1,True,True,True,11,Strong
u6ywkfIT,True,True,False,8,Medium
sY=(f:(,True,True,True,7,Medium
Cl6;OUL;ZM5D-A9H,True,True,True,16,Strong
"#k,Cs",True,True,True,5,Weak
['SH1,False,True,True,5,Weak
kDI'azgC1kFJ%,True,True,True,13,Strong
o?|D<,True,True,True,5,Weak
v|31#q-/,True,False,True,8,Medium
"Mv"")dc,K",True,True,True,8,Strong
&5Q=M^5pHqlj][o>,True,True,True,16,Strong
'A\n+t2JsyUn5U,True,True,True,14,Strong
o}G,True,True,True,3,Weak
56&$G,False,True,True,5,Weak
/j7lPv*~N{{,True,True,True,11,Strong
ZBeM5=F{<b,True,True,True,10,Strong
87YK9,False,True,False,5,Weak
DW-2z,True,True,True,5,Weak
h:S`*jAw,True,True,True,8,Strong
JYZLs#,True,True,True,6,Medium
'?/#=^\G:[#sGW<,True,True,True,15,Strong
"!.!u3Ko!r0,_v9",True,True,True,14,Strong
@qV#so\Hv,True,True,True,9,Strong
OwbHN{0=LKr<5Yx!,True,True,True,16,Strong
RVi#Mj3uZ(Rm,True,True,True,12,Strong
3=*,False,False,True,3,Weak
",im#L$#lPy|G2(J",True,True,True,15,Strong
:u>wJbSot!e,True,True,True,11,Strong
C|C0?P<T~s>,True,True,True,11,Strong
"?""!",False,False,True,3,Weak
IIh2|OxgobkA,True,True,True,12,Strong
|`dNI>M<[i%#,True,True,True,12,Strong
"G,YVG<2V",False,True,True,8,Medium
N|Ya,True,True,True,4,Weak
Za`R,True,True,True,4,Weak
LK-G~WO9u'^e,True,True,True,12,Strong
l0h;!b>CTF,True,True,True,10,Strong
)1?Q,False,True,True,4,Weak
v=%A+5S,True,True,True,7,Medium
lWo,True,True,False,3,Weak
Jl!o6%_QS,True,True,True,9,Strong
1*sf]+2x*_@11?@,True,False,True,15,Medium
_<oC\w=!,True,True,True,8,Strong
p{i%F?J)@l.,True,True,True,11,Strong
"g""0O*v1_Kh.aTZ",True,True,True,14,Strong
"?,>x8a>6=G4",True,True,True,11,Strong
kcRM^n]j)e6{,True,True,True,12,Strong
'7!pq,True,False,True,5,Weak
0m7n$,True,False,True,5,Weak
;A2Pi^}NNfg2W-Rk,True,True,True,16,Strong
xr>FQ\<P/|,True,True,True,10,Strong
Wv:TuJ,True,True,True,6,Medium
Z{I=,False,True,True,4,Weak
fHMjQ?(',True,True,True,8,Strong
NWrzEcUME<!,True,True,True,11,Strong
R^uh@b],True,True,True,7,Medium
3v''3`Y.ju,True,True,True,10,Strong
"{dq9Lc(gx""Nz`",True,True,True,13,Strong
"w""e\cK",True,True,True,6,Medium
9c4{HY,True,True,True,6,Medium
#2',False,False,True,3,Weak
#Xu?Sd,True,True,True,6,Medium
35H?FOXU9,False,True,True,9,Medium
qw^ugfyJ~aU$(,True,True,True,13,Strong
m!=b~,True,False,True,5,Weak
\m{nQVS4,True,True,True,8,Strong
"9F,q",True,True,True,4,Weak
$N~^C_7JxA?|dL,True,True,True,14,Strong
<IWJc{[=#C,True,True,True,10,Strong
Xn>r?S*`8q%XO/8,True,True,True,15,Strong
"nu!B3APn,OX""",True,True,True,12,Strong
"_PYbKx1,y)uFJg",True,True,True,14,Strong
"lcSfL+""{Vvl",True,True,True,11,Strong
uXdxpE.c,True,True,True,8,Strong
GkbW?%{dPuhY,True,True,True,12,Strong
"r&$Tyy^:##l~p3L""",True,True,True,16,Strong
|2C,False,True,True,3,Weak
X-&>DqN14J,True,True,True,10,Strong
J-7HbjPW<JDz,True,True,True,12,Strong
/UyD*~OVi,True,True,True,9,Strong
?}#r74cQ*p4hu.]d,True,True,True,16,Strong
IyGDJw_MZYk@,True,True,True,12,Strong
_nom|tal%+W`-yV,True,True,True,15,Strong
[YjC,True,True,True,4,Weak
c_WFjZ0G,True,True,True,8,Strong
"9Gj""KByr",True,True,True,8,Strong
&L]eaokAxj,True,True,True,10,Strong
"bMrmz5,1}J>h%//-",True,True,True,16,Strong
FP1m?(JOL]Uiu,True,True,True,13,Strong
uaSb,True,True,False,4,Weak
s6'~W/AK,True,True,True,8,Strong
h_wrGle/^H3G,True,True,True,12,Strong
9@(v(/No2jlGmt,True,True,True,14,Strong
"*~Y|4""<fZ?$o,!Ux",True,True,True,16,Strong
hLg)XY@jGa<f6DPM,True,True,True,16,Strong
QMUu7u,True,True,False,6,Medium
/mvP8=,True,True,True,6,Medium
4=xaGXY9X8qt',True,True,True,13,Strong
?#}+bRnhO`_wEr`,True,True,True,15,Strong
p)6{~q,True,False,True,6,Medium
L<U]!q|}Z_Qd^,True,True,True,13,Strong
")Q""H1E""j",True,True,True,8,Strong
(<97,False,False,True,4,Weak
uCtx_^5:VC/,True,True,True,11,Strong
Eg}Ljx,True,True,True,6,Medium
"/H~,39Bdoa_",True,True,True,11,Strong
M9**LTG)5IrLpSP_,True,True,True,16,Strong
3-1#Q|7qxygY7H,True,True,True,14,Strong
xg\Xb4gp(b*,True,True,True,11,Strong
!|Ip)RnrY4Ps,True,True,True,12,Strong
_5F0`\LC,False,True,True,8,Medium
%]N%e$~TC5!o[5S/,True,True,True,16,Strong
ZvB<y8}|O'okm!,True,True,True,14,Strong
hRipwz9Y9#6T`,True,True,True,13,Strong
<gr,True,False,True,3,Weak
f#9[4<{,True,False,True,7,Medium
XQ\,False,True,True,3,Weak
.6`7,False,False,True,4,Weak
}=*S;91$v<)8y,True,True,True,13,Strong
'wDt9+HLu`,True,True,True,10,Strong
5iPhsK,True,True,False,6,Medium
/92(c0ZPx_'&},True,True,True,13,Strong
Cmi4,True,True,False,4,Weak
+h6&:D]$,True,True,True,8,Strong
v#?jWb>N6/Y,True,True,True,11,Strong
\J;5cF,True,True,True,6,Medium
a4JY@Z.MDLh<,True,True,True,12,Strong
"""dTtP;x%j(lkp.k",True,True,True,15,Strong
";vp""0n,;_D",True,True,True,10,Strong
q][U7U,True,True,True,6,Medium
>ywfd-[+q$(O#w,True,True,True,14,Strong
|xndJ,True,True,True,5,Weak
h(%MobZUW<i9@#A,True,True,True,15,Strong
:Wu,True,True,True,3,Weak
\V',False,True,True,3,Weak
wOhU,True,True,False,4,Weak
!%],False,False,True,3,Weak
l:@2zo9,True,False,True,7,Medium
pBc\9R,True,True,True,6,Medium
W;%ah7U,True,True,True,7,Medium
"5H-{|g""?jC.FF=#",True,True,True,15,Strong
rRT-(;.Foml,True,True,True,11,Strong
"0`L4Gk_h7,X5",True,True,True,12,Strong
a.C?A,True,True,True,5,Weak
xG-'J`.m0\K,True,True,True,11,Strong
R&]9R(yw;;,True,True,True,10,Strong
"feY25iU,-LuvT6u#",True,True,True,16,Strong
]?\~E5|.+,False,True,True,9,Medium
wxe0yv^/NWjEKx@Q,True,True,True,16,Strong
Q?A|+Q#Z,False,True,True,8,Medium
/kI8$;Y/(S!wBbek,True,True,True,16,Strong
"<W)~Qx""H**",True,True,True,10,Strong
FOu3&,True,True,True,5,Weak
kQ)0mXJ.h~{jx',True,True,True,14,Strong
FmPT,True,True,False,4,Weak
L]Q%)}D<Q,False,True,True,9,Medium
6bQ~cwSGpB{~|,True,True,True,13,Strong
>2O|r.{z].,True,True,True,10,Strong
"Qk""jA",True,True,True,5,Weak
=1g0OW66#4qrU,True,True,True,13,Strong
xGXo,True,True,False,4,Weak
aT{},True,True,True,4,Weak
o)JknvET`mh,True,True,True,11,Strong
+{[veTtW(B,True,True,True,10,Strong
"oZ"":J,(&GEA!IW",True,True,True,14,Strong
M!R,False,True,True,3,Weak
"A)dM}|Z)#'GBn""",True,True,True,14,Strong
w'z,True,False,True,3,Weak
0j7grAa/olO,True,True,True,11,Strong
!4(P3y\4R3,True,True,True,10,Strong
B5uIR,True,True,False,5,Weak
T.mEg>,True,True,True,6,Medium
vJ1HDA@*%Fd/,True,True,True,12,Strong
THbc,True,True,False,4,Weak
N%q+,True,True,True,4,Weak
"pEEE?5bq,She",True,True,True,12,Strong
>8z+c7`t^3JR',True,True,True,13,Strong
%FTH7JJ8a@:,True,True,True,11,Strong
gE^e?`]2Fs2[ZVcn,True,True,True,16,Strong
]UE!Wif9ER+<k;o!,True,True,True,16,Strong
;AoqI.]2},True,True,True,9,Strong
=/s_S}2xaI~w-,True,True,True,13,Strong
)N#!=yq,True,True,True,7,Medium
"x""}f<kEtFWB0~",True,True,True,13,Strong
.@)s-V>I,True,True,True,8,Strong
"|I@NU?"".q{KZ",True,True,True,12,Strong
yK.vd,True,True,True,5,Weak
7po?A6oZ/>BA!X,True,True,True,14,Strong
"S~1&f""c=",True,True,True,8,Strong
u#9?u%{}hKTn,True,True,True,12,Strong
N&2E,False,True,True,4,Weak
yA_,True,True,True,3,Weak
oiC=utm_,True,True,True,8,Strong
7GwX54C>q'_,True,True,True,11,Strong
"B$RJ,kN-dT<CedN",True,True,True,15,Strong
Lh'\]~,True,True,True,6,Medium
Afds%wad,True,True,True,8,Strong
"LsK{#YD`-""~",True,True,True,11,Strong
cM.0i1m,True,True,True,7,Medium
!AJ,False,True,True,3,Weak
X#0qK0|r>4pM,True,True,True,12,Strong
-)lZY.!3:eFI,True,True,True,12,Strong
Mq_lD+){WZ6gy,True,True,True,13,Strong
"9Wy].C=&{q6,-3a",True,True,True,15,Strong
&8l3'WeB<,True,True,True,9,Strong
(`Ad,True,True,True,4,Weak
1P*{Rfm10U9=,True,True,True,12,Strong
0|]-z).T!H',True,True,True,11,Strong
"6-""r;U""G5A",True,True,True,10,Strong
(nt|:,True,False,True,5,Weak
~5l,True,False,True,3,Weak
8TBc0;.<{E,True,True,True,10,Strong
.*T7}-}U,False,True,True,8,Medium
20`g}@+,True,False,True,7,Medium
"n0y*k,J",True,True,True,7,Medium
B!m~r,True,True,True,5,Weak
|9S,False,True,True,3,Weak
f3hlrGbU:Lh,True,True,True,11,Strong
/?SER,False,True,True,5,Weak
"`#p8,$e.",True,False,True,8,Medium
N3x},True,True,True,4,Weak
wlD,True,True,False,3,Weak
gV?,True,True,True,3,Weak
`71G`p,True,True,True,6,Medium
j&2|4v,True,False,True,6,Medium
%Dzg_}|,True,True,True,7,Medium
"O?W2#NK""d]IM>E",True,True,True,14,Strong
CK&dOED,True,True,True,7,Medium
"&&a?NV[_,a2FKR;",True,True,True,15,Strong
"[W{n;`G""0if~ncb""",True,True,True,16,Strong
+=[7?bN;-)T7=p-K,True,True,True,16,Strong
[/o6,True,False,True,4,Weak
87lC,True,True,False,4,Weak
Ix|R$p(w,True,True,True,8,Strong
kvo,True,False,False,3,Weak
4$xr&/K^/C,True,True,True,10,Strong
"|<+bxA>r;,",True,True,True,10,Strong
"56>!r*K9OY,`s",True,True,True,13,Strong
33X/SjJ(|6,True,True,True,10,Strong
{z0d`2,True,False,True,6,Medium
Y^TL'lz4,True,True,True,8,Strong
I/Rcbk]LwWa-Ka,True,True,True,14,Strong
2r@z&:DbS}0|P!j,True,True,True,15,Strong
",.p&M#,sr6[W~",True,True,True,13,Strong
xek.MIG1R9P+,True,True,True,12,Strong
D?BKlgvO]P/?!N,True,True,True,14,Strong
"35S,VA%~K",False,True,True,9,Medium
l9#5T,True,True,True,5,Weak
aF]#;s@is=32F,True,True,True,13,Strong
WfJ{#gG,True,True,True,7,Medium
+z*Wf80}6pcrt},True,True,True,14,Strong
YLPMZ;c_uT,True,True,True,10,Strong
kHw%8fUa_q7&an}B,True,True,True,16,Strong
xRkxT$EY#,True,True,True,9,Strong
)Y89<Q3,False,True,True,7,Medium
M~o=3,True,True,True,5,Weak
xMS1dS*,True,True,True,7,Medium
*1b5yT,True,True,True,6,Medium
*!N4p&L,True,True,True,7,Medium
Eb~V4*$(V,True,True,True,9,Strong
NA[R0\~?6ndW,True,True,True,12,Strong
K*B1iN{<J,True,True,True,9,Strong
J9jHDjp:L(,True,True,True,10,Strong
I5TMtMDWs,True,True,False,9,Medium
j9l!A&,True,True,True,6,Medium
FIA,False,True,False,3,Weak
aUy-S7,True,True,True,6,Medium
"3""N.|",False,True,True,5,Weak
LONW%<,False,True,True,6,Medium
"BU(=Ucl[`g""Vi&Q8",True,True,True,16,Strong
:'fi7=CK,True,True,True,8,Strong
FH'dzn#t\e#A,True,True,True,12,Strong
7{^m#6.}7dc6,True,False,True,12,Medium
:JT%&7B,False,True,True,7,Medium
CE[0B#L,False,True,True,7,Medium
"P,jqoOC^",True,True,True,8,Strong
pwK^tQjKS?t{jP,True,True,True,14,Strong
"sAR)S{""jT-X",True,True,True,11,Strong
ptE6vh,True,True,False,6,Medium
PL_'M2ijkBXy&G,True,True,True,14,Strong
k-$u~W#G3=9PBD!,True,True,True,15,Strong
I*+aR*],True,True,True,7,Medium
@O9$=,False,True,True,5,Weak
<*SJ,False,True,True,4,Weak
Y!9d@rtc,True,True,True,8,Strong
gHt,True,True,False,3,Weak
..I%]gbHR\<,True,True,True,11,Strong
tKz'>,True,True,True,5,Weak
(QLf[,True,True,True,5,Weak
P\M2:-@1,False,True,True,8,Medium
N\*9|0i5|AXm{}],True,True,True,15,Strong
kAjV;}v1,True,True,True,8,Strong
~O\g*Rmo,True,True,True,8,Strong
/Reap,True,True,True,5,Weak
SvuEla*@Pq@^LzYO,True,True,True,16,Strong
Oc<5V.,True,True,True,6,Medium
O2{e_I,True,True,True,6,Medium
V9~[YRYs}VG,True,True,True,11,Strong
}V_htZ.S&,True,True,True,9,Strong
x0F!U~\,True,True,True,7,Medium
rsKn)~q,True,True,True,7,Medium
Uz_9TgNEtGa(k,True,True,True,13,Strong
VoxINb;t,True,True,True,8,Strong
9B6PezG[;>e,True,True,True,11,Strong
rw66I6p,True,True,False,7,Medium
K6D}|Brv,True,True,True,8,Strong
",`VP5",False,True,True,5,Weak
1Q*%>*#6g6vp,True,True,True,12,Strong
",+k_x.rgDW'X$""Q",True,True,True,15,Strong
VWZ`?mKwAkW54iR,True,True,True,15,Strong
gd^E}hjuMm[,True,True,True,11,Strong
Nf#!Yll,True,True,True,7,Medium
~fK1qbauA{,True,True,True,10,Strong
p.Z|4d6D[!,True,True,True,10,Strong
